id,type,gender,skin tone,count,accessories
475, Human, Female, Dark,2, Pigtails / Cigarette
476, Human, Female, Albino,1, Crazy Hair
477, Human, Male, Medium,4, Muttonchops / Nerd Glasses / Pipe / Mohawk
478, Human, Female, Medium,2, Purple Lipstick / Mohawk Dark
479, Human, Male, Dark,2, Cigarette / Peak Spike
480, Human, Female, Light,2, Regular Shades / Dark Hair
481, Human, Male, Medium,3, Chinstrap / Earring / Top Hat
482, Human, Female, Light,2, Wild Hair / Nerd Glasses
483, Human, Female, Light,2, Tassle Hat / Hot Lipstick
484, Human, Male, Light,2, Stringy Hair / Mustache
485, Human, Male, Dark,2, Nerd Glasses / Knitted Cap
486, Human, Male, Medium,4, Earring / Headband / 3D Glasses / Big Beard
487, Human, Female, Medium,2, Straight Hair Blonde / Hot Lipstick
488, Human, Male, Dark,1, Crazy Hair
489, Human, Female, Medium,3, Mole / Half Shaved / Earring
490, Human, Male, Dark,2, Classic Shades / Do-rag
491, Human, Female, Light,2, Pigtails / Earring
492, Human, Female, Light,3, Blue Eye Shadow / Hot Lipstick / Half Shaved
493, Human, Male, Light,3, Shadow Beard / Classic Shades / Shaved Head
494, Human, Female, Dark,2, Wild Blonde / Purple Lipstick
495, Human, Male, Light,2, Stringy Hair / Front Beard Dark
496, Human, Male, Dark,2, Crazy Hair / Smile
497, Human, Male, Medium,4, Normal Beard Black / Cap / Earring / Small Shades
498, Human, Male, Light,2, Peak Spike / Mustache
499, Human, Female, Light,2, Blonde Short / Earring
500, Human, Female, Light,3, Welding Goggles / Straight Hair Blonde / Cigarette
501, Human, Female, Medium,1, Straight Hair
502, Human, Female, Medium,2, Pilot Helmet / Earring
503, Human, Male, Light,3, Earring / Normal Beard / Headband
504, Human, Male, Light,2, Front Beard Dark / Mohawk Dark
505, Human, Female, Dark,3, Black Lipstick / Pilot Helmet / Earring
506, Human, Male, Medium,2, Normal Beard / Headband
507, Human, Male, Medium,2, Messy Hair / Big Shades
508, Human, Female, Medium,2, Hot Lipstick / Dark Hair
509, Human, Male, Medium,2, Earring / Knitted Cap
510, Human, Female, Dark,2, Regular Shades / Wild Hair
511, Human, Male, Medium,0, 
512, Human, Male, Medium,2, Bandana / Mole
513, Human, Male, Dark,2, Cigarette / Hoodie
514, Human, Male, Light,1, Knitted Cap
515, Human, Female, Albino,3, Straight Hair / Eye Patch / Hot Lipstick
516, Human, Male, Albino,2, Normal Beard / Mohawk Dark
517, Human, Male, Medium,3, Normal Beard / 3D Glasses / Cowboy Hat
518, Human, Male, Medium,3, Messy Hair / Goat / Pipe
519, Human, Male, Medium,3, Earring / VR / Mohawk
520, Human, Male, Light,1, Frumpy Hair
521, Human, Male, Light,3, Hoodie / Handlebars / Regular Shades
522, Human, Female, Albino,1, Blonde Bob
523, Human, Female, Light,2, Blonde Bob / Nerd Glasses
524, Human, Male, Medium,2, Stringy Hair / Smile
525, Human, Male, Dark,2, Muttonchops / Purple Hair
526, Human, Female, Medium,4, Silver Chain / Hot Lipstick / Earring / Straight Hair Dark
527, Human, Male, Albino,2, Vampire Hair / Mole
528, Human, Female, Light,3, Straight Hair Blonde / Hot Lipstick / Regular Shades
529, Human, Female, Light,1, Mohawk
530, Human, Female, Medium,1, Headband
531, Human, Female, Medium,1, Blonde Bob
532, Human, Male, Dark,2, Earring / Knitted Cap
533, Human, Female, Dark,1, Mohawk Dark
534, Human, Male, Light,2, Peak Spike / Spots
535, Human, Female, Dark,2, Pigtails / VR
536, Human, Male, Medium,3, Mustache / Knitted Cap / Mole
537, Human, Male, Dark,3, Hoodie / Horned Rim Glasses / Normal Beard
538, Human, Female, Dark,2, Pink With Hat / Purple Lipstick
539, Human, Female, Medium,3, Knitted Cap / Green Eye Shadow / Hot Lipstick
540, Human, Male, Albino,3, Mustache / VR / Mohawk Dark
541, Human, Male, Light,2, Shadow Beard / Mohawk
542, Human, Male, Light,3, Messy Hair / Front Beard Dark / Nerd Glasses
543, Human, Male, Medium,4, Stringy Hair / Goat / Medical Mask / Regular Shades
544, Human, Male, Medium,3, Stringy Hair / Mustache / Earring
545, Human, Male, Medium,1, Crazy Hair
546, Human, Female, Dark,2, Messy Hair / VR
547, Human, Male, Medium,3, Frown / Headband / Small Shades
548, Human, Female, Medium,2, Knitted Cap / Earring
549, Human, Female, Dark,2, Black Lipstick / Frumpy Hair
550, Human, Male, Albino,1, 3D Glasses
551, Human, Male, Medium,2, Earring / Top Hat
552, Human, Male, Medium,2, Peak Spike / Earring
553, Human, Male, Medium,3, Front Beard / VR / Do-rag
554, Human, Female, Dark,2, Wild Hair / 3D Glasses
555, Human, Female, Dark,2, Wild Hair / Purple Lipstick
556, Human, Male, Dark,3, Earring / Horned Rim Glasses / Mohawk
557, Human, Male, Dark,2, Messy Hair / Shadow Beard
558, Human, Male, Dark,3, Normal Beard Black / Crazy Hair / Small Shades
559, Human, Male, Albino,2, Earring / Mohawk Dark
560, Human, Female, Medium,1, Mohawk Thin
561, Human, Female, Medium,2, Black Lipstick / Blonde Bob
562, Human, Male, Medium,2, Top Hat / 3D Glasses
563, Human, Male, Medium,3, Eye Mask / Cap / Rosy Cheeks
564, Human, Female, Light,4, Pipe / VR / Earring / Straight Hair Dark
565, Human, Male, Dark,2, Mohawk / Big Beard
566, Human, Male, Medium,1, Shadow Beard
567, Human, Female, Medium,1, Wild Hair
568, Human, Male, Dark,2, Bandana / VR
569, Human, Male, Albino,2, Peak Spike / VR
570, Human, Female, Medium,2, Knitted Cap / Black Lipstick
571, Human, Male, Albino,3, Cigarette / Cap / Muttonchops
572, Human, Female, Light,2, Pigtails / Purple Lipstick
573, Human, Male, Dark,2, Clown Eyes Blue / Do-rag
574, Human, Female, Medium,3, Mole / Wild White Hair / VR
575, Human, Male, Light,2, Bandana / Goat
576, Human, Female, Light,2, Black Lipstick / Frumpy Hair
577, Human, Female, Albino,2, Tassle Hat / Black Lipstick
578, Human, Male, Medium,2, Cap / Spots
579, Human, Male, Medium,2, Front Beard Dark / Fedora
580, Human, Female, Dark,2, Straight Hair Blonde / Earring
581, Human, Female, Dark,2, Tassle Hat / Clown Eyes Green
582, Human, Female, Medium,3, Blonde Short / Earring / Cigarette
583, Human, Male, Dark,1, Cap
584, Human, Male, Light,2, Classic Shades / Do-rag
585, Human, Female, Dark,2, Red Mohawk / Hot Lipstick
586, Human, Female, Dark,2, Pink With Hat / Earring
587, Human, Female, Light,2, Purple Eye Shadow / Wild Hair
588, Human, Male, Light,2, Earring / Do-rag
589, Human, Female, Dark,5, Tassle Hat / Big Shades / Black Lipstick / Earring / Cigarette
590, Human, Female, Medium,4, Mohawk / Hot Lipstick / Regular Shades / Earring
591, Human, Female, Dark,2, Classic Shades / Straight Hair Dark
592, Human, Male, Light,3, Goat / Shaved Head / Small Shades
593, Human, Male, Dark,3, Cigarette / Purple Hair / Eye Patch
594, Human, Female, Medium,3, Tiara / Earring / Nerd Glasses
595, Human, Male, Light,2, Knitted Cap / Eye Patch
596, Human, Male, Dark,2, Headband / Eye Patch
597, Human, Female, Medium,3, Medical Mask / Earring / Blonde Bob
598, Human, Female, Dark,2, Messy Hair / Rosy Cheeks
599, Human, Female, Albino,3, Wild White Hair / Purple Eye Shadow / Earring
600, Human, Male, Medium,2, Mohawk Thin / Shadow Beard
601, Human, Female, Light,2, Crazy Hair / Purple Lipstick
602, Human, Female, Dark,3, Black Lipstick / Mohawk Dark / Clown Eyes Blue
603, Human, Female, Light,2, Crazy Hair / Hot Lipstick
604, Human, Female, Albino,3, Black Lipstick / Wild Blonde / Cigarette
605, Human, Female, Medium,2, Wild Hair / Purple Lipstick
606, Human, Male, Medium,5, Cigarette / Earring / Clown Hair Green / Small Shades / Mole
607, Human, Female, Light,3, Clown Eyes Green / Purple Lipstick / Mohawk Dark
608, Human, Male, Medium,3, Stringy Hair / Earring / Clown Eyes Green
609, Human, Male, Light,2, Stringy Hair / 3D Glasses
610, Human, Male, Light,2, Luxurious Beard / Do-rag
611, Human, Male, Medium,3, Cap Forward / Big Shades / Earring
612, Human, Female, Medium,1, Cap
613, Human, Male, Albino,3, Shadow Beard / VR / Mohawk Dark
614, Human, Male, Light,2, Frumpy Hair / Chinstrap
615, Human, Female, Albino,1, Headband
616, Human, Male, Medium,2, Wild Hair / Small Shades
617, Human, Female, Light,3, Straight Hair Blonde / Hot Lipstick / Classic Shades
618, Human, Male, Dark,3, Hoodie / Normal Beard / Small Shades
619, Human, Female, Dark,2, Clown Eyes Green / Wild Hair
620, Human, Male, Medium,4, Front Beard / Frumpy Hair / Earring / Eye Patch
621, Human, Female, Medium,2, Horned Rim Glasses / Straight Hair
622, Human, Male, Medium,5, Peak Spike / Earring / Normal Beard / Smile / Eye Patch
623, Human, Male, Dark,4, Frumpy Hair / Earring / Horned Rim Glasses / Big Beard
624, Human, Male, Medium,4, Fedora / Horned Rim Glasses / Normal Beard / Smile
625, Human, Male, Dark,3, Big Shades / Earring / Crazy Hair
626, Human, Male, Medium,4, Stringy Hair / Cigarette / Normal Beard Black / Eye Patch
627, Human, Male, Medium,2, Earring / Cowboy Hat
628, Human, Male, Albino,1, Hoodie
629, Human, Female, Albino,4, Purple Eye Shadow / Stringy Hair / Purple Lipstick / Earring
630, Human, Male, Medium,1, Regular Shades
631, Human, Male, Medium,2, Handlebars / Mohawk Thin
632, Human, Female, Medium,3, Big Shades / Headband / Cigarette
633, Human, Male, Medium,2, Clown Eyes Blue / Peak Spike
634, Human, Male, Medium,4, Cap / Spots / Earring / Regular Shades
635, Human, Male, Light,2, Frumpy Hair / Big Shades
636, Alien, Male, ,2, Bandana / Regular Shades
637, Human, Male, Medium,3, Chinstrap / Classic Shades / Mohawk
638, Human, Female, Medium,2, Black Lipstick / Straight Hair Dark
639, Human, Male, Medium,4, Chinstrap / Top Hat / Smile / VR
640, Human, Male, Dark,3, Peak Spike / Shadow Beard / Mole
641, Human, Male, Light,2, Knitted Cap / Pipe
642, Human, Female, Light,0, 
643, Human, Female, Medium,2, Pink With Hat / Purple Lipstick
644, Human, Male, Medium,3, Mustache / Smile / Mohawk
645, Human, Male, Albino,2, Mohawk Thin / Earring
646, Human, Male, Light,4, Cap / Earring / Horned Rim Glasses / Goat
647, Human, Female, Dark,4, Green Eye Shadow / Hot Lipstick / Earring / Mohawk Dark
648, Human, Female, Albino,1, Bandana
649, Human, Male, Light,3, Peak Spike / Eye Patch / Big Beard
650, Human, Male, Medium,4, Mustache / Earring / Pipe / Do-rag
651, Human, Male, Dark,2, Messy Hair / Big Beard
652, Human, Male, Light,1, Do-rag
653, Human, Male, Dark,3, Normal Beard Black / Vape / Mohawk Dark
654, Human, Female, Medium,2, Blue Eye Shadow / Wild Blonde
655, Human, Female, Light,3, Wild White Hair / Clown Eyes Green / Earring
656, Human, Male, Light,2, Chinstrap / Mohawk
657, Human, Male, Light,3, Mohawk Thin / Earring / Smile
658, Human, Male, Medium,4, Cigarette / Cap / Classic Shades / Mustache
659, Human, Female, Albino,2, Black Lipstick / Mohawk
660, Human, Female, Albino,3, Mole / Tassle Hat / Gold Chain
661, Human, Female, Dark,4, Purple Eye Shadow / Wild Hair / Purple Lipstick / Earring
662, Human, Male, Dark,2, Goat / Knitted Cap
663, Human, Male, Albino,2, Muttonchops / Purple Hair
664, Human, Male, Dark,1, Frumpy Hair
665, Human, Female, Light,2, Tassle Hat / Horned Rim Glasses
666, Human, Male, Medium,3, Luxurious Beard / Clown Hair Green / Regular Shades
667, Human, Female, Light,2, Messy Hair / Purple Lipstick
668, Human, Female, Medium,2, Hot Lipstick / Mohawk Dark
669, Human, Female, Medium,2, Clown Eyes Green / Mohawk Dark
670, Human, Female, Medium,2, Black Lipstick / Mohawk Thin
671, Human, Female, Dark,1, Mohawk Thin
672, Human, Female, Dark,3, Classic Shades / Half Shaved / Earring
673, Human, Female, Light,2, Wild Blonde / Purple Lipstick
674, Human, Male, Medium,2, Big Shades / Mohawk Dark
675, Human, Male, Albino,2, Messy Hair / Nerd Glasses
676, Human, Female, Dark,2, Mohawk Thin / Classic Shades
677, Human, Male, Dark,3, Stringy Hair / Smile / Regular Shades
678, Human, Female, Light,3, Pipe / Bandana / Clown Eyes Blue
679, Human, Male, Dark,2, Earring / Do-rag
680, Human, Male, Medium,3, Muttonchops / Silver Chain / Crazy Hair
681, Human, Male, Dark,2, Peak Spike / Front Beard Dark
682, Human, Male, Medium,1, Vampire Hair
683, Human, Female, Medium,3, Vape / Black Lipstick / Straight Hair Dark
684, Human, Female, Albino,3, Knitted Cap / VR / Earring
685, Human, Female, Medium,4, Pink With Hat / Purple Lipstick / Earring / Clown Eyes Blue
686, Human, Male, Medium,2, Mohawk / Regular Shades
687, Human, Male, Medium,5, Chinstrap / Earring / Pipe / Smile / Shaved Head
688, Human, Male, Light,2, Peak Spike / Muttonchops
689, Human, Female, Dark,1, Clown Hair Green
690, Human, Female, Dark,4, Mole / Black Lipstick / Mohawk Thin / 3D Glasses
691, Human, Male, Light,3, Messy Hair / Shadow Beard / Nerd Glasses
692, Human, Female, Medium,3, Messy Hair / Horned Rim Glasses / Earring
693, Human, Male, Medium,2, Frumpy Hair / Eye Mask
694, Human, Male, Dark,3, Bandana / Earring / VR
695, Human, Male, Light,2, Messy Hair / Earring
696, Human, Female, Medium,2, Tassle Hat / Blue Eye Shadow
697, Human, Female, Light,3, Purple Eye Shadow / Mohawk Thin / Purple Lipstick
698, Human, Female, Dark,2, Messy Hair / Hot Lipstick
699, Human, Male, Light,2, Hoodie / Regular Shades
700, Human, Male, Dark,1, Wild Hair
701, Human, Male, Dark,2, Earring / Mohawk Dark
702, Human, Male, Light,2, Peak Spike / Goat
703, Human, Male, Light,2, Muttonchops / Do-rag
704, Human, Male, Light,2, Peak Spike / Nerd Glasses
705, Human, Male, Medium,3, Cap Forward / Mustache / Smile
706, Human, Male, Medium,2, Horned Rim Glasses / Crazy Hair
707, Human, Female, Medium,1, Tiara
708, Human, Female, Medium,3, Straight Hair / Hot Lipstick / Rosy Cheeks
709, Human, Female, Dark,2, Straight Hair / Purple Lipstick
710, Human, Male, Dark,3, Shadow Beard / Earring / Shaved Head
711, Human, Male, Medium,4, Mustache / Earring / Headband / Regular Shades
712, Human, Male, Albino,3, Cap / Handlebars / Small Shades
713, Human, Female, Light,2, Straight Hair / Purple Lipstick
714, Human, Male, Dark,2, Peak Spike / VR
715, Human, Female, Medium,4, Green Eye Shadow / Half Shaved / Earring / Cigarette
716, Human, Male, Light,3, Mohawk Thin / Earring / Normal Beard
717, Human, Male, Medium,4, Earring / Smile / Do-rag / Eye Patch
718, Human, Female, Light,3, Green Eye Shadow / Frumpy Hair / Earring
719, Human, Male, Medium,2, Spots / Do-rag
720, Human, Female, Medium,3, Pink With Hat / Hot Lipstick / Earring
721, Human, Male, Albino,2, Cap Forward / Earring
722, Human, Female, Dark,2, Black Lipstick / Half Shaved
723, Human, Male, Dark,3, Normal Beard Black / Big Shades / Mohawk Dark
724, Human, Male, Medium,2, Wild Hair / Nerd Glasses
725, Human, Female, Light,2, Red Mohawk / Purple Eye Shadow
726, Human, Male, Albino,2, Cap / Normal Beard
727, Human, Male, Medium,4, Vape / Earring / Small Shades / Mohawk Dark
728, Human, Female, Dark,2, Black Lipstick / Dark Hair
729, Human, Female, Light,3, Cap / Purple Lipstick / Earring
730, Human, Female, Albino,2, Purple Eye Shadow / Straight Hair
731, Human, Male, Light,3, Bandana / Shadow Beard / Earring
732, Human, Male, Dark,2, Eye Mask / Shaved Head
733, Human, Female, Light,1, Tassle Hat
734, Human, Female, Light,3, Classic Shades / Stringy Hair / Purple Lipstick
735, Human, Male, Medium,2, Nerd Glasses / Mohawk
736, Human, Male, Medium,4, Earring / Nerd Glasses / Mole / Cowboy Hat
737, Human, Female, Medium,4, Knitted Cap / Black Lipstick / Earring / Cigarette
738, Human, Female, Dark,3, Clown Eyes Green / Stringy Hair / Earring
739, Human, Male, Medium,1, Earring
740, Human, Female, Medium,1, Bandana
741, Human, Male, Medium,2, Shadow Beard / Mohawk
742, Human, Male, Dark,0, 
743, Human, Male, Light,1, Bandana
744, Human, Male, Dark,3, Stringy Hair / Front Beard / Earring
745, Human, Female, Light,2, Blue Eye Shadow / Tiara
746, Human, Male, Medium,3, Mustache / Nerd Glasses / Knitted Cap
747, Human, Female, Medium,2, Medical Mask / Stringy Hair
748, Human, Male, Medium,2, Cap / Classic Shades
749, Human, Male, Dark,2, Frumpy Hair / Shadow Beard
750, Human, Female, Dark,2, Green Eye Shadow / Dark Hair
751, Human, Male, Dark,3, Chinstrap / Wild Hair / Regular Shades
752, Human, Male, Medium,3, Cigarette / Frumpy Hair / Classic Shades
753, Human, Male, Medium,1, Messy Hair
754, Human, Female, Albino,2, Wild Hair / Purple Lipstick
755, Human, Male, Light,4, Shadow Beard / Earring / Nerd Glasses / Mohawk Dark
756, Human, Female, Albino,6, Mole / Black Lipstick / Clown Eyes Green / Earring / Blonde Bob / Cigarette
757, Human, Female, Albino,2, Cap / Blue Eye Shadow
758, Human, Female, Dark,3, Messy Hair / Purple Lipstick / Earring
759, Human, Female, Dark,3, Black Lipstick / Eye Patch / Cigarette
760, Human, Female, Dark,2, Purple Eye Shadow / Dark Hair
761, Human, Female, Albino,2, Black Lipstick / Frumpy Hair
762, Human, Female, Dark,2, Purple Lipstick / Straight Hair Dark
763, Human, Male, Albino,1, Purple Hair
764, Human, Male, Medium,1, Mohawk
765, Human, Male, Medium,2, Horned Rim Glasses / Headband
766, Human, Male, Medium,3, Hoodie / Goat / Clown Eyes Green
767, Human, Female, Medium,3, Black Lipstick / Horned Rim Glasses / Crazy Hair
768, Human, Female, Light,3, Tassle Hat / Black Lipstick / Earring
769, Human, Male, Light,4, Cap Forward / Big Shades / Muttonchops / Earring
770, Human, Male, Medium,2, Silver Chain / Fedora
771, Human, Male, Dark,3, Luxurious Beard / Crazy Hair / Regular Shades
772, Human, Male, Medium,3, Stringy Hair / Shadow Beard / VR
773, Human, Male, Light,2, Normal Beard Black / Hoodie
774, Human, Female, Albino,3, Purple Eye Shadow / Straight Hair / Hot Lipstick
775, Human, Male, Medium,3, Shadow Beard / Earring / Do-rag
776, Human, Male, Medium,2, Peak Spike / Eye Patch
777, Human, Female, Dark,2, Tassle Hat / Purple Lipstick
778, Human, Male, Medium,4, Spots / Chinstrap / Earring / Mohawk
779, Human, Female, Albino,3, Blue Eye Shadow / Clown Hair Green / Purple Lipstick
780, Human, Male, Albino,2, Cap / Eye Patch
781, Human, Female, Dark,2, Big Shades / Wild Blonde
782, Human, Male, Light,4, Police Cap / Front Beard Dark / Earring / Regular Shades
783, Human, Female, Light,2, Classic Shades / Blonde Bob
784, Human, Male, Light,2, Horned Rim Glasses / Mohawk
785, Human, Male, Light,4, Mohawk Thin / Silver Chain / Medical Mask / 3D Glasses
786, Human, Male, Medium,2, Frumpy Hair / Earring
787, Human, Male, Light,3, Vampire Hair / Earring / Normal Beard
788, Human, Male, Medium,3, Cap Forward / Shadow Beard / Earring
789, Human, Male, Light,4, Mohawk Thin / Earring / Clown Eyes Green / Mole
790, Human, Female, Light,1, Cap
791, Human, Female, Light,2, Cap / Horned Rim Glasses
792, Human, Male, Dark,4, Shadow Beard / Earring / Small Shades / Mohawk Dark
793, Human, Male, Light,2, Bandana / Clown Eyes Blue
794, Human, Male, Medium,2, Shadow Beard / Purple Hair
